comment_text,label,weak_label,confidence,depression_score,matched_keywords
"Nghe bài này từ 5 năm trước, năm 2019, một cô gái sinh năm 2002 chỉ là cô gái học lớp 11 - chưa trải qua mối tình nào nhưng lại mới trải qua nỗi đau mất người thân yêu nhất trong nhà (là bà nội)😥. Lúc đó em đã khóc rất nhiều, nuối tiếc, xe lẫn hối hận vì không thể gặp mặt bà lần cuối. Lúc đang buồn, thẫn thờ, em có nghe được bài này qua Zing mp3, em đã khóc theo. Mỗi lần nghe là một lần suy, một lần day dứt, một lần nuối tiếc, một lần bất lực. Công nhận là nó thực sự thực sự cảm xúc luôn nhưng lúc đó em nghe nhạc chỉ vì nó hay và không mấy khi quan tâm đến ca sĩ hát.😟 Đến năm 2020, em lại bị ấn tượng bởi bài ""Dễ đến dễ đi"" (4D) của anh (từ cái lúc mà nó chưa nổi bên Thái cơ), lúc đó em vẫn thỉnh thoảng nghe lại ""Đừng khóc một mình"" mà em không nghĩ là cùng 1 người hát luôn =)). Đợt đó em nghe ""Dễ đến dễ đi"" trong những năm đầu học đại học. Là một cô sinh viên xa nhà, có buồn, có cô đơn, có lạc lõng nhưng nhờ 4D em đã thấy yêu đời hơn rất nhiều, kiểu như mọi chuyện xảy ra, là nó sẽ xảy ra và rồi nó cũng sẽ qua thôi nên không có gì phải buồn hết.☺ Rồi em bắt đầu biết đến anh nhiều hơn qua việc coi mấy chương trình mà anh tham gia có hát bài này (hình như là Lạ lắm à nha và Người ấy là ai) em mới thấy: Trời ơi sao anh này trẻ vậy?; Sao hát live mà lại hay vậy?; Anh này cùng là người sáng tác và hát bài ""Đừng khóc một mình mà"" sao giờ mình mới biết?; Ca khúc của anh này hay sẵn rùi mà, nhiều người nghe lắm mà sao lại gắn mác ""Con ghẻ quốc dân, con cưng quốc tế"" vậy?. Rồi bắt đầu theo dõi anh ra ca khúc mới là lưu về danh sách bài hát hay nghe của youtube nhưng em không có quan tâm đến đời tư của ca sĩ nên em không biết trong suốt những năm này anh đã phải chịu nhiều khó khăn như vậy🤧. Đến khi anh tham gia Anh trai say hi, được nghe anh chia sẻ bức tranh quá khứ cực khổ và chật vật của anh thì em lại càng khâm phục, ngưỡng mộ và đã bắt đầu chính thức gia nhập hội FC của anh. Thật cảm ơn vì anh đã không bỏ cuộc trong suốt quá trình làm nhạc của mình. Cảm ơn anh và các ca khúc của anh đã đồng hành với em trong suốt quãng thời gian thanh xuân của em (từ năm còn mới lên lớp 11 đến bây giờ mới tốt nghiệp trường đại học). Cảm ơn anh vì tất cả❤. Mãi luôn theo dõi anh và đồng hành cùng anh ❤",0,depression_auto,high,10,cô đơn|mất ngủ|bất lực|khóc một mình|cảm ơn
"Mình thề 100%, cái trầm cảm, nổi đau khổ, nổi buồn vô đáy và trống rỗng nó khó chịu vô cùng luôn á. Tất cả mọi thứ điều có 1 đặt điểm chung là đc xuẤt phát từ tổn thương mà người khác để lại trong tâm hồn, tim mình 1 vết sẹo mãi ko thể phai đi. Mình bt đôi khi mình trên con đường đến vs ước mơ của mình là điều ko thể chối cãi. Mình bt ước mơ của mình lớn và khoảng cách bây giờ thật xa vời tầm tay của mình... Mình ko thích phải sống 1 cuộc đời yên tĩnh, mình luôn có 1 cái suy nghĩ rằng. Cuộc đời của mình dù sao cũng phải chết nên phải làm cái gì đó cho gia đình, anh chị em, bạn bè, quốc gia và cả TG để có thể đc ghi tên vào lịch sử. Mình đã trầm cảm 7 năm r . Mình ước mong sao khi mình về già cũng 1 nữa kia của mình đi đến cuối đời...😢😢😢😔😔😔😭",1,depression_auto,high,11,trầm cảm|trống rỗng|tổn thương
2024 còn ai k,0,uncertain,low,0,
🐱: mẹ nói tối nay không cho chơi 🐱: mẹ nói chứng mình ở nhà rồi Nhớ like nha,0,,,0,
Hôm nay em sẽ bắt đầu quan sát nhiều hơn để tìm sự mới mẻ,0,,,0,
Những cái đó tui bị nhiều rồi có lần tui không sống,1,uncertain,low,0,
Toi cam on bac si da xe bai giac ngu toi bi mat ngu lau roi nay phai nho den thuoc bac si a,1,,,1,
Em học được học sinh xuất sắc nhưng... vẫn bị phân chia với em họ😊☺,0,,,0,
"E bj trầm cảm về sự áp lực gia đình, vc học hành, thành tích, con nhà ngta, dễ bj ng thân lười, bj bắt nạt hc đườg, cô giáo chửi thập tệ, rơi vào tuyệt vọng, thu mik lại, ít tiếp xúc, sợ hải mọi thứ, đa nhân cách hình thành lên, đôi khi tự cười một mik đôi khi buồn thì suy ngh tiêu cực, nụ cười dần mất ik thay vào đó là nụ cười giả tạo, ko bt vui là gì, suy nghĩ đến cái chết nhưg vì một lí do nào đấy còn giữ tính mạg tui ở lại. Sau tất cả tui cần đc giải thoát. Vì tui quá *MỆT MỎI RỒI HÃY CHO TUI YÊN NGHỈ IK LM ƠN TUI XIN*",1,depression_auto,high,19,tuyệt vọng|trầm cảm|mệt mỏi|áp lực|áp lực gia đình
Ê tôi biết là nghe truyện audio thì không nên suy nghĩ nhiều tại vì nó không hề có logic nhưng cốt truyện nó cũng sai cơ từ đầu thì là phó thanh sơ không có tiền để mở phòng triển lãm tranh thế mà ở cuối lại có cái đoạn là có tập đoàn công ty nhà họ phó là sao nữa. rồi là trịnh kiều an từ đầu thì lại làm kiểu em họ của nữ chính kiểu là một nhánh khác trong dòng họ trịnh những đoạn cuối lại thành là con nuôi là sao,0,,,0,
Đcu lừa à?,0,,,0,
Nghe thay giang mà tīnh ngô läy lai tinh thän cam on thay chuc thsy mk binh an .,0,,,-2,
"2 năm trước mik nghe nhạc này để ôn thi hsg ngữ văn cấp huyện , đạt giải 3 , 1 năm trước mik nghe để ôn thi vào lp 10 và mik đậu nv1 , 2 năm sau mik quay lại để ôn thi hsg địa mong mm 1 lần nữa mỉm cười với mik , cảm ơn ad đã ra 1 video hay ý nghĩa và động lực lớn ạ",0,normal_auto,high,-4,video hay|cảm ơn
cho mình hỏi nếu mình cố gắng hết sức mà ko dc thì sao ạ,0,uncertain,low,0,
Bài hát này nghe mà đau lòng đo,0,,,3,
"PNMQ hát hay quá, tuyệt vời quá! Đúng là cặp đôi huyền thoại, cặp đôi trời sinh (không thể nào tả hết lời khen cặp đôi . PNMQ trên trang bình luận này...). Giờ đây, PN đã ra đi. Nhưng trong lòng khán giả mãi mãi yêu thương tiếng hát PNMQ!",0,normal_auto,high,-4,hay quá|tuyệt vời
Sao cứ ngang dọc xem khó chịu quá 😅,0,,,-2,
12/02/2025 nghe lại buồn,0,uncertain,low,0,
Hom nay mói biét .ghê ta,0,uncertain,low,0,
"Em cảm ơn thầy quéo đã lan toả sự tích cực này cho các bạn bị trầm cảm , em năm nay 17t nhưng là con trai cả nên phải gồng gánh và chịu những trách nhiệm khá lớn từ gia đình , đôi lúc em cũng thấy rất mệt mỏi và em nghĩ em cũng đang bị rối loạn lo âu , tâm lí của em đang ngày càng tệ , nhưng sau khi xem video này của thầy em cảm thấy rất dễ chịu vì em biết đã có nhiều người biết và hiểu được căn bệnh này khó chịu và nguy hiểm đến nhường nào . Chúc thầy quéo có nhiều sức khoẻ và lan toả nhiều sự tích cực hơn nữa",0,depression_auto,high,9,trầm cảm|mệt mỏi|lo âu|cảm ơn
Mẹ chửi nhiều đến nỗi giờ mẹ chửi chỉ thấy buồn cười:)),0,uncertain,low,0,
Cảm ơn a vì video này. E đã đối diện với trầm cảm từ cuối năm 2019 đến giờ đã là gần 4 năm. E đã đến mức 1 ngày nghĩ đến việc tự tử k biết bao nhiêu lần. Nhưng e biết Chúa nên Chúa giữ e khỏi điều đó. Nhưng e không hề thật sự biết lí do của trầm cảm cũng như không có cách thoát ra hoàn toàn. Sau khi e xem video này thì e đã nghiêm túc cầu hỏi Chúa về sự thất vọng và e đã được giải phóng rất nhiều. Chúa đã chữa lành và giúp e vượt qua rất thần kì. Cảm ơn vì khi xung quanh e không ai hiểu được bệnh trầm cảm của e thì e được khích lệ rất nhiều từ video của a. Biết ơn Chúa vì điều a đang làm. Chúa ban phước lại cho a,1,depression_auto,high,11,tự tử|trầm cảm|không ai hiểu|cảm ơn
Nhìn cho thấu giữa khổng tử và những hành động của người lãnh đạo đương thời phải dùng tâm để nhận định,0,,,0,
"Thật sự thì điều bạn nói rất đúng, nó làm mình nhìn thấy được bản thân xuất hiện trong đó rất nhiều.",0,uncertain,low,0,
"Người ta nói là tìm kiếm người nào thật sự yêu thương mình nhé , chứ ko nên lấy người mà mình đã yêu thương người con gái khác thành ơi,sao lại yêu ngọc đến mù quáng vậy chứ hả thành ơi,",0,,,0,
"video của anh rất hay, giọng của anh rất giống giọng của anh hay Khám giọng trên tiktok. Có phải là anh không ạ . Toàn bộ video của anh đều rất tuyệt vời. Mong anh ra thêm video như thế này nữa",0,normal_auto,high,-4,tuyệt vời|rất hay
Uây hoài niệm thực sự,0,,,0,
Cảm ơn web có rất nhiều chủ đề đa dạng và rất hay,0,normal_auto,high,-4,cảm ơn|rất hay
"Mẹ tôi bị trầm cảm sau đó 1mình bố tôi nuôi 5 đứa con. Sau 1 thời gian bố tôi quen người phụ nữ khác rồi bán đất cát khiến kinh tế suy sụp, bố tôi vẫn yêu thương và cố gắng chăm lo cho chúng tôi. Lo cho 2 chị cưới ck... Nhưng tôi thì bị ám ảnh về cuộc sống trc nó khiến tôi mệt mỏi và cáu gắt, Đặc biệt với bố. Càng ngày càng tệ. Bây h tôi còn bị lâng lâng mất ngủ nữa... Tôi rất mệt vì nghĩ về tương lai. Tôi chưa vk con khi đã tuổi 30. Tôi cảm thấy mình vô dụng và khó chịu tăg dần. Tôi mong sao tôi có thể tốt hơn",1,depression_auto,high,14,trầm cảm|mệt mỏi|mất ngủ|suy sụp
em nghĩ sau này nếu có con e sẽ chúc nó học vui thay vì học giỏi,0,,,0,
"Bà mẹ chửi là đúng rồi 😂😂😂 Hỏi cha mẹ tui bây, mầy thích chơi game không thích đi học Xem cha mẹ tụi bây trả lời sao😂",0,,,0,
Nếu thấy tình cảm thì ấn vào đây 👇,0,uncertain,low,0,
Có vẻ đạt đã giác ngộ 😂,0,,,0,
Admin xinh thế cảm ơn e về bài viết bổ ích mỗi ngày cho mọi người nha 🥰🥰,0,normal_auto,high,-4,cảm ơn|bổ ích
phim AI không thay quần áo à,0,,,-2,
Cám ơn thầy nhiều lắm,0,normal_auto,medium,-2,cảm ơn
"""Cháu là Yến à?"" Sau đó ""Linh sao mày lại đến đây?""",0,,,0,
Sau khi xem video sẽ có tá người vào nhận,0,uncertain,low,0,
Sau 5 đời cho cả 2 nhà đưa hậu duệ cưới nhau đc đó,0,uncertain,low,0,
"Lúc nào cũng học theo người khác, đeo biết ngại à",0,,,-2,
😊😊😊😊❤❤❤❤😮😮😮😮🎉🎉🎉🎉 7:34 7:34 7:34 7:35 7:35 7:35 7:36 7:36 7:36 hay quá luôn 7:50,0,normal_auto,medium,-2,hay quá
"tui muốn hỏi các bạn, tui năm nay 25t rồi, giờ bắt đầu học đại học có muộn không? có nên bước tiếp không? vì trước đây chị gái tui từng nói mẹ tui ngăn cản con đường học của tui, tui đã bỏ lỡ 7 năm không hướng về đại học của mình rồi. các bạn thính giả ở đây thấy như nào, cmt cho tui lời khuyên nha",0,,,0,
Chị ơi em muốn giao tiếp tốt nhưng mà e chưa đủ hiểu mình thì làm sao ạ,0,uncertain,low,0,
bắt trước chị kiến,0,uncertain,low,0,
Nghe mà ghét cả hai mẹ con bà phù thủy 😢,0,uncertain,low,0,
Nhạc phối hay tuyệt các bạn ơi 👍👍👍❤👍👍❤👍❤❤❤,0,uncertain,low,0,
"00:36 Áp lực thi cử ở Việt Nam so với Mỹ Âu 20:01 Tầu bay là gì, từ ngữ lạ 36:22 Nhạc thơ: Đập vỡ cây đàn, Mưa đêm ngoại ô, Kẻ ở miền xa Hỏi thêm, đánh cược vào một kỳ thi có phải là tốt không? Nếu Mỹ mà làm như Trung Quốc thì chắc học sinh rớt gần hết. Rất may mắn là Việt Nam đã hợp tác với Mỹ Úc Âu để hiện đại hóa hệ thống. Nhờ vậy mà hệ thống Việt Nam mở rộng và thoáng hơn chút. Ở Úc Mỹ, bị điểm thấp trong một kỳ thi sẽ không là vấn đề quá lớn. Bạn có thể học và thi lại. Còn không thì học liên thông. Nhiều người đã làm vậy. “Tàu bay.” Ôi tiếng Việt. Mình xin chào thua. Ai đó rảnh thì phân tích. Chứ trình độ iếng Việt của mình chưa đủ để giải thích. Kênh không nhận PR nhảm. Có nhận “Tiền cà phê” qua nút Donate của YouTube, Paypal, chuyển khoản, và Momo. Cảm ơn.",0,,,1,
"Thương chị nhiều … Tôi cũng là người mẹ có con gái bị trầm cảm nhg may mắn bạn xin mẹ cho con đi bs, tôi đc giới thiệu BS Tài chuyên khoa nội thần kinh hướng dẫn chăm sóc, uống thuốc điều trị. Sau 5 tháng uống thuốc, tái khám thì con xin mẹ cho con ngừng thuốc … con đã coi phim của Mỹ có tên giống viên thuốc con đang uống 😂😂😂 Vô cùng biết ơn con !!! Khoảng 2 năm sau gia đình ko may xảy ra biến cố … con can đảm nắm tay ba mẹ vượt qua … không tái lại … Nam Mô Bổn Sư Thích Ca Mâu Ni Phật …",0,,,5,
"Nghe xong bài giảng nghiệp duyên , rất hây và rất tuyệt vời , xin chân thành cảm kênh 🙏🙏",0,normal_auto,high,-4,tuyệt vời|rất hay
Sao chị Khánh Linh nhét chiếc kẹo vô trái dưa Được vậy chị,0,uncertain,low,0,
Đang nghe sắp ngủ thì quảng cáo tới! Hơi cọc,0,,,0,
"mình bị trầm cảm mà chả ai quan tâm hay lo lắng cho mình,còn gây áp lực nhiều thêm",1,depression_auto,high,8,trầm cảm|áp lực
Cảm ơn chia sẻ của chị. E tự thấy bản thân mình rất hay tự so sánh với người khác rồi tự làm mình buồn. Mặc dù biết đó là một tật xấu nhưng vẫn chưa khắc phục được.,0,normal_auto,high,-4,cảm ơn|rất hay
Tôi hay áp dụng phương pháp 1%. Ao sâu đến mấy đổ nước từ từ rồi cx đầy. Tôi không quá căng thẳng việc mình nên học cái này 100% hay cái kia phải xong thật nhanh.,0,,,5,
